,imprace,imprelig,dec_o,match,dec_u
46,1.481250714170501,-0.9452480375642165,0,0,1
47,1.481250714170501,-0.9452480375642165,0,0,1
48,1.481250714170501,-0.9452480375642165,1,1,1
49,1.481250714170501,-0.9452480375642165,0,0,1
50,-0.9785942843517937,-0.9452480375642165,0,0,1
51,-0.9785942843517937,-0.9452480375642165,0,0,1
52,-0.9785942843517937,-0.9452480375642165,1,0,0
53,-0.9785942843517937,-0.9452480375642165,1,1,1
54,-0.9785942843517937,-0.9452480375642165,1,0,0
55,-0.9785942843517937,-0.9452480375642165,1,0,0
56,-0.9785942843517937,-0.9452480375642165,0,0,1
57,-0.9785942843517937,-0.9452480375642165,0,0,1
58,-0.9785942843517937,-0.9452480375642165,1,1,1
59,-0.9785942843517937,-0.9452480375642165,0,0,1
60,-0.6271878559914659,0.12418031794047753,0,0,1
61,-0.6271878559914659,0.12418031794047753,1,0,0
62,-0.6271878559914659,0.12418031794047753,1,0,0
63,-0.6271878559914659,0.12418031794047753,1,1,1
64,-0.6271878559914659,0.12418031794047753,1,0,0
65,-0.6271878559914659,0.12418031794047753,1,0,0
66,-0.6271878559914659,0.12418031794047753,0,0,1
67,-0.6271878559914659,0.12418031794047753,1,0,0
68,-0.6271878559914659,0.12418031794047753,1,1,1
69,-0.6271878559914659,0.12418031794047753,0,0,1
70,-0.9785942843517937,-0.9452480375642165,0,0,1
71,-0.9785942843517937,-0.9452480375642165,1,1,1
72,-0.9785942843517937,-0.9452480375642165,1,1,1
73,-0.9785942843517937,-0.9452480375642165,1,1,1
74,-0.9785942843517937,-0.9452480375642165,1,1,1
75,-0.9785942843517937,-0.9452480375642165,1,1,1
76,-0.9785942843517937,-0.9452480375642165,0,0,1
77,-0.9785942843517937,-0.9452480375642165,1,1,1
78,-0.9785942843517937,-0.9452480375642165,1,1,1
79,-0.9785942843517937,-0.9452480375642165,1,1,1
80,-0.9785942843517937,-0.9452480375642165,0,0,1
81,-0.9785942843517937,-0.9452480375642165,1,1,1
82,-0.9785942843517937,-0.9452480375642165,1,1,1
83,-0.9785942843517937,-0.9452480375642165,1,1,1
84,-0.9785942843517937,-0.9452480375642165,1,1,1
85,-0.9785942843517937,-0.9452480375642165,1,1,1
86,-0.9785942843517937,-0.9452480375642165,1,1,1
87,-0.9785942843517937,-0.9452480375642165,0,0,1
88,-0.9785942843517937,-0.9452480375642165,1,1,1
89,-0.9785942843517937,-0.9452480375642165,0,0,1
90,0.07562500072918972,0.12418031794047753,0,0,1
91,0.07562500072918972,0.12418031794047753,0,0,1
92,0.07562500072918972,0.12418031794047753,1,1,1
93,0.07562500072918972,0.12418031794047753,1,0,0
94,0.07562500072918972,0.12418031794047753,1,0,0
95,0.07562500072918972,0.12418031794047753,0,0,1
96,0.07562500072918972,0.12418031794047753,0,0,1
97,0.07562500072918972,0.12418031794047753,0,0,1
98,0.07562500072918972,0.12418031794047753,1,1,1
99,0.07562500072918972,0.12418031794047753,0,0,1
100,1.1298442858101732,-0.23229580056108715,1,0,0
101,1.1298442858101732,-0.23229580056108715,0,0,1
102,1.1298442858101732,-0.23229580056108715,0,0,1
103,1.1298442858101732,-0.23229580056108715,0,0,1
104,1.1298442858101732,-0.23229580056108715,0,0,1
105,1.1298442858101732,-0.23229580056108715,1,0,0
106,1.1298442858101732,-0.23229580056108715,0,0,1
107,1.1298442858101732,-0.23229580056108715,1,0,0
108,1.1298442858101732,-0.23229580056108715,1,0,0
109,1.1298442858101732,-0.23229580056108715,0,0,1
110,-0.9785942843517937,-0.9452480375642165,1,0,0
111,-0.9785942843517937,-0.9452480375642165,0,0,1
112,-0.9785942843517937,-0.9452480375642165,0,0,1
113,-0.9785942843517937,-0.9452480375642165,0,0,1
114,-0.9785942843517937,-0.9452480375642165,0,0,1
115,-0.9785942843517937,-0.9452480375642165,1,0,0
116,-0.9785942843517937,-0.9452480375642165,0,0,1
117,-0.9785942843517937,-0.9452480375642165,1,1,1
118,-0.9785942843517937,-0.9452480375642165,1,1,1
119,-0.9785942843517937,-0.9452480375642165,0,0,1
120,-0.2757814276311381,0.4806564364420422,1,1,1
121,-0.2757814276311381,0.4806564364420422,0,0,1
122,-0.2757814276311381,0.4806564364420422,0,0,1
123,-0.2757814276311381,0.4806564364420422,0,0,1
124,-0.2757814276311381,0.4806564364420422,0,0,1
125,-0.2757814276311381,0.4806564364420422,0,0,1
126,-0.2757814276311381,0.4806564364420422,0,0,1
127,-0.2757814276311381,0.4806564364420422,1,1,1
128,-0.2757814276311381,0.4806564364420422,1,1,1
129,-0.2757814276311381,0.4806564364420422,1,1,1
130,-0.9785942843517937,-0.9452480375642165,1,1,1
131,-0.9785942843517937,-0.9452480375642165,1,1,1
132,-0.9785942843517937,-0.9452480375642165,0,0,1
133,-0.9785942843517937,-0.9452480375642165,1,1,1
134,-0.9785942843517937,-0.9452480375642165,1,1,1
135,-0.9785942843517937,-0.9452480375642165,1,1,1
136,-0.9785942843517937,-0.9452480375642165,1,1,1
137,-0.9785942843517937,-0.9452480375642165,1,1,1
138,-0.9785942843517937,-0.9452480375642165,1,1,1
139,-0.9785942843517937,-0.9452480375642165,0,0,1
140,-0.2757814276311381,-0.9452480375642165,1,1,1
141,-0.2757814276311381,-0.9452480375642165,0,0,1
142,-0.2757814276311381,-0.9452480375642165,0,0,1
143,-0.2757814276311381,-0.9452480375642165,0,0,1
144,-0.2757814276311381,-0.9452480375642165,0,0,1
145,-0.2757814276311381,-0.9452480375642165,0,0,1
146,-0.2757814276311381,-0.9452480375642165,0,0,1
147,-0.2757814276311381,-0.9452480375642165,1,1,1
148,-0.2757814276311381,-0.9452480375642165,1,1,1
149,-0.2757814276311381,-0.9452480375642165,0,0,1
150,1.8326571425308287,-0.5887719190626518,0,0,1
151,1.8326571425308287,-0.5887719190626518,0,0,1
152,1.8326571425308287,-0.5887719190626518,0,0,1
153,1.8326571425308287,-0.5887719190626518,0,0,1
154,1.8326571425308287,-0.5887719190626518,1,0,0
155,1.8326571425308287,-0.5887719190626518,0,0,1
156,1.8326571425308287,-0.5887719190626518,0,0,1
157,1.8326571425308287,-0.5887719190626518,1,1,1
158,1.8326571425308287,-0.5887719190626518,1,1,1
159,1.8326571425308287,-0.5887719190626518,0,0,1
160,-0.9785942843517937,-0.9452480375642165,1,0,0
161,-0.9785942843517937,-0.9452480375642165,1,0,0
162,-0.9785942843517937,-0.9452480375642165,0,0,1
163,-0.9785942843517937,-0.9452480375642165,0,0,1
164,-0.9785942843517937,-0.9452480375642165,1,0,0
165,-0.9785942843517937,-0.9452480375642165,1,0,0
166,-0.9785942843517937,-0.9452480375642165,1,0,0
167,-0.9785942843517937,-0.9452480375642165,1,0,0
168,-0.9785942843517937,-0.9452480375642165,1,1,1
169,-0.9785942843517937,-0.9452480375642165,1,0,0
170,1.481250714170501,1.5500847919467364,0,0,1
171,1.481250714170501,1.5500847919467364,0,0,1
172,1.481250714170501,1.5500847919467364,0,0,1
173,1.481250714170501,1.5500847919467364,0,0,1
174,1.481250714170501,1.5500847919467364,1,0,0
175,1.481250714170501,1.5500847919467364,0,0,1
176,1.481250714170501,1.5500847919467364,0,0,1
177,1.481250714170501,1.5500847919467364,1,1,1
178,1.481250714170501,1.5500847919467364,1,0,0
179,1.481250714170501,1.5500847919467364,0,0,1
180,-0.9785942843517937,-0.9452480375642165,1,1,1
181,-0.9785942843517937,-0.9452480375642165,1,1,1
182,-0.9785942843517937,-0.9452480375642165,0,0,1
183,-0.9785942843517937,-0.9452480375642165,1,1,1
184,-0.9785942843517937,-0.9452480375642165,1,1,1
185,-0.9785942843517937,-0.9452480375642165,1,1,1
186,-0.9785942843517937,-0.9452480375642165,1,1,1
187,-0.9785942843517937,-0.9452480375642165,1,1,1
188,-0.9785942843517937,-0.9452480375642165,1,1,1
189,-0.9785942843517937,-0.9452480375642165,1,1,1
190,-0.9785942843517937,-0.9452480375642165,1,0,0
191,-0.9785942843517937,-0.9452480375642165,1,0,0
192,-0.9785942843517937,-0.9452480375642165,0,0,1
193,-0.9785942843517937,-0.9452480375642165,1,0,0
194,-0.9785942843517937,-0.9452480375642165,1,0,0
195,-0.9785942843517937,-0.9452480375642165,1,0,0
196,-0.9785942843517937,-0.9452480375642165,1,0,0
197,-0.9785942843517937,-0.9452480375642165,1,1,1
198,-0.9785942843517937,-0.9452480375642165,1,0,0
199,-0.9785942843517937,-0.9452480375642165,1,0,0
200,1.481250714170501,2.263037028949866,0,0,1
201,1.481250714170501,2.263037028949866,0,0,1
202,1.481250714170501,2.263037028949866,0,0,1
203,1.481250714170501,2.263037028949866,0,0,1
204,1.481250714170501,2.263037028949866,1,0,0
205,1.481250714170501,2.263037028949866,1,0,0
206,1.481250714170501,2.263037028949866,0,0,1
207,1.481250714170501,2.263037028949866,1,0,0
208,1.481250714170501,2.263037028949866,0,0,1
209,1.481250714170501,2.263037028949866,0,0,1
210,1.481250714170501,2.263037028949866,0,0,1
211,1.481250714170501,2.263037028949866,0,0,1
212,1.481250714170501,2.263037028949866,0,0,1
213,1.481250714170501,2.263037028949866,0,0,1
214,1.481250714170501,2.263037028949866,0,0,1
215,1.481250714170501,2.263037028949866,0,0,1
216,-0.9785942843517937,-0.5887719190626518,0,0,1
217,-0.9785942843517937,-0.5887719190626518,0,0,1
218,-0.9785942843517937,-0.5887719190626518,0,0,1
219,-0.9785942843517937,-0.5887719190626518,0,0,1
220,-0.9785942843517937,-0.5887719190626518,1,1,1
221,-0.9785942843517937,-0.5887719190626518,1,1,1
222,-0.9785942843517937,-0.5887719190626518,0,0,1
223,-0.9785942843517937,-0.5887719190626518,1,0,0
224,-0.9785942843517937,-0.5887719190626518,0,0,1
225,-0.9785942843517937,-0.5887719190626518,0,0,1
226,-0.9785942843517937,-0.5887719190626518,0,0,1
227,-0.9785942843517937,-0.5887719190626518,0,0,1
228,-0.9785942843517937,-0.5887719190626518,0,0,1
229,-0.9785942843517937,-0.5887719190626518,0,0,1
230,-0.9785942843517937,-0.5887719190626518,0,0,1
231,-0.9785942843517937,-0.5887719190626518,0,0,1
232,1.8326571425308287,0.8371325549436068,0,0,1
233,1.8326571425308287,0.8371325549436068,0,0,1
234,1.8326571425308287,0.8371325549436068,0,0,1
235,1.8326571425308287,0.8371325549436068,1,1,1
236,1.8326571425308287,0.8371325549436068,1,1,1
237,1.8326571425308287,0.8371325549436068,1,1,1
238,1.8326571425308287,0.8371325549436068,0,0,1
239,1.8326571425308287,0.8371325549436068,1,0,0
240,1.8326571425308287,0.8371325549436068,0,0,1
241,1.8326571425308287,0.8371325549436068,0,0,1
242,1.8326571425308287,0.8371325549436068,0,0,1
243,1.8326571425308287,0.8371325549436068,0,0,1
244,1.8326571425308287,0.8371325549436068,0,0,1
245,1.8326571425308287,0.8371325549436068,1,0,0
246,1.8326571425308287,0.8371325549436068,1,0,0
247,1.8326571425308287,0.8371325549436068,0,0,1
248,-0.6271878559914659,-0.23229580056108715,0,0,1
249,-0.6271878559914659,-0.23229580056108715,0,0,1
250,-0.6271878559914659,-0.23229580056108715,0,0,1
251,-0.6271878559914659,-0.23229580056108715,0,0,1
252,-0.6271878559914659,-0.23229580056108715,1,0,0
253,-0.6271878559914659,-0.23229580056108715,1,0,0
254,-0.6271878559914659,-0.23229580056108715,0,0,1
255,-0.6271878559914659,-0.23229580056108715,1,0,0
256,-0.6271878559914659,-0.23229580056108715,0,0,1
257,-0.6271878559914659,-0.23229580056108715,1,0,0
258,-0.6271878559914659,-0.23229580056108715,1,0,0
259,-0.6271878559914659,-0.23229580056108715,1,0,0
260,-0.6271878559914659,-0.23229580056108715,0,0,1
261,-0.6271878559914659,-0.23229580056108715,0,0,1
262,-0.6271878559914659,-0.23229580056108715,1,0,0
263,-0.6271878559914659,-0.23229580056108715,1,0,0
264,2.1840635708911567,-0.5887719190626518,0,0,1
265,2.1840635708911567,-0.5887719190626518,1,0,0
266,2.1840635708911567,-0.5887719190626518,1,0,0
267,2.1840635708911567,-0.5887719190626518,1,0,0
268,2.1840635708911567,-0.5887719190626518,1,0,0
269,2.1840635708911567,-0.5887719190626518,1,0,0
270,2.1840635708911567,-0.5887719190626518,1,0,0
271,2.1840635708911567,-0.5887719190626518,1,0,0
272,2.1840635708911567,-0.5887719190626518,1,0,0
273,2.1840635708911567,-0.5887719190626518,1,0,0
274,2.1840635708911567,-0.5887719190626518,1,0,0
275,2.1840635708911567,-0.5887719190626518,0,0,1
276,2.1840635708911567,-0.5887719190626518,1,0,0
277,2.1840635708911567,-0.5887719190626518,1,0,0
278,2.1840635708911567,-0.5887719190626518,1,0,0
279,2.1840635708911567,-0.5887719190626518,1,0,0
280,-0.6271878559914659,0.12418031794047753,0,0,1
281,-0.6271878559914659,0.12418031794047753,1,0,0
282,-0.6271878559914659,0.12418031794047753,1,0,0
283,-0.6271878559914659,0.12418031794047753,1,0,0
284,-0.6271878559914659,0.12418031794047753,1,0,0
285,-0.6271878559914659,0.12418031794047753,1,0,0
286,-0.6271878559914659,0.12418031794047753,1,0,0
287,-0.6271878559914659,0.12418031794047753,1,0,0
288,-0.6271878559914659,0.12418031794047753,1,0,0
289,-0.6271878559914659,0.12418031794047753,1,0,0
290,-0.6271878559914659,0.12418031794047753,1,0,0
291,-0.6271878559914659,0.12418031794047753,1,0,0
292,-0.6271878559914659,0.12418031794047753,1,0,0
293,-0.6271878559914659,0.12418031794047753,1,0,0
294,-0.6271878559914659,0.12418031794047753,1,0,0
295,-0.6271878559914659,0.12418031794047753,1,0,0
296,-0.9785942843517937,0.4806564364420422,0,0,1
297,-0.9785942843517937,0.4806564364420422,1,0,0
298,-0.9785942843517937,0.4806564364420422,1,0,0
299,-0.9785942843517937,0.4806564364420422,1,0,0
300,-0.9785942843517937,0.4806564364420422,1,0,0
301,-0.9785942843517937,0.4806564364420422,1,0,0
302,-0.9785942843517937,0.4806564364420422,1,1,1
303,-0.9785942843517937,0.4806564364420422,1,0,0
304,-0.9785942843517937,0.4806564364420422,1,0,0
305,-0.9785942843517937,0.4806564364420422,1,0,0
306,-0.9785942843517937,0.4806564364420422,1,1,1
307,-0.9785942843517937,0.4806564364420422,1,0,0
308,-0.9785942843517937,0.4806564364420422,1,0,0
309,-0.9785942843517937,0.4806564364420422,1,0,0
310,-0.9785942843517937,0.4806564364420422,1,0,0
311,-0.9785942843517937,0.4806564364420422,1,0,0
312,,,0,0,1
313,,,1,0,0
314,,,1,0,0
315,,,0,0,1
316,,,1,0,0
317,,,1,0,0
318,,,1,1,1
319,,,1,0,0
320,,,0,0,1
321,,,1,0,0
322,,,0,0,1
323,,,0,0,1
324,,,0,0,1
325,,,0,0,1
326,,,0,0,1
327,,,1,0,0
328,0.07562500072918972,0.4806564364420422,0,0,1
329,0.07562500072918972,0.4806564364420422,0,0,1
330,0.07562500072918972,0.4806564364420422,0,0,1
331,0.07562500072918972,0.4806564364420422,0,0,1
332,0.07562500072918972,0.4806564364420422,1,1,1
333,0.07562500072918972,0.4806564364420422,1,1,1
334,0.07562500072918972,0.4806564364420422,0,0,1
335,0.07562500072918972,0.4806564364420422,0,0,1
336,0.07562500072918972,0.4806564364420422,0,0,1
337,0.07562500072918972,0.4806564364420422,1,0,0
338,0.07562500072918972,0.4806564364420422,0,0,1
339,0.07562500072918972,0.4806564364420422,0,0,1
340,0.07562500072918972,0.4806564364420422,0,0,1
341,0.07562500072918972,0.4806564364420422,0,0,1
342,0.07562500072918972,0.4806564364420422,0,0,1
343,0.07562500072918972,0.4806564364420422,0,0,1
344,-0.6271878559914659,0.12418031794047753,0,0,1
345,-0.6271878559914659,0.12418031794047753,0,0,1
346,-0.6271878559914659,0.12418031794047753,0,0,1
347,-0.6271878559914659,0.12418031794047753,0,0,1
348,-0.6271878559914659,0.12418031794047753,1,0,0
349,-0.6271878559914659,0.12418031794047753,1,0,0
350,-0.6271878559914659,0.12418031794047753,0,0,1
351,-0.6271878559914659,0.12418031794047753,0,0,1
352,-0.6271878559914659,0.12418031794047753,0,0,1
353,-0.6271878559914659,0.12418031794047753,1,1,1
354,-0.6271878559914659,0.12418031794047753,0,0,1
355,-0.6271878559914659,0.12418031794047753,0,0,1
356,-0.6271878559914659,0.12418031794047753,0,0,1
357,-0.6271878559914659,0.12418031794047753,0,0,1
358,-0.6271878559914659,0.12418031794047753,0,0,1
359,-0.6271878559914659,0.12418031794047753,1,1,1
360,0.07562500072918972,1.5500847919467364,0,0,1
361,0.07562500072918972,1.5500847919467364,0,0,1
362,0.07562500072918972,1.5500847919467364,0,0,1
363,0.07562500072918972,1.5500847919467364,1,0,0
364,0.07562500072918972,1.5500847919467364,1,0,0
365,0.07562500072918972,1.5500847919467364,1,0,0
366,0.07562500072918972,1.5500847919467364,1,0,0
367,0.07562500072918972,1.5500847919467364,1,0,0
368,0.07562500072918972,1.5500847919467364,1,1,1
369,0.07562500072918972,1.5500847919467364,1,1,1
370,0.07562500072918972,1.5500847919467364,1,1,1
371,0.07562500072918972,1.5500847919467364,1,0,0
372,0.07562500072918972,1.5500847919467364,1,0,0
373,0.07562500072918972,1.5500847919467364,1,0,0
374,0.07562500072918972,1.5500847919467364,1,0,0
375,0.07562500072918972,1.5500847919467364,1,1,1
376,-0.9785942843517937,-0.9452480375642165,0,0,1
377,-0.9785942843517937,-0.9452480375642165,0,0,1
378,-0.9785942843517937,-0.9452480375642165,0,0,1
379,-0.9785942843517937,-0.9452480375642165,0,0,1
380,-0.9785942843517937,-0.9452480375642165,1,0,0
381,-0.9785942843517937,-0.9452480375642165,1,0,0
382,-0.9785942843517937,-0.9452480375642165,1,0,0
383,-0.9785942843517937,-0.9452480375642165,1,0,0
384,-0.9785942843517937,-0.9452480375642165,0,0,1
385,-0.9785942843517937,-0.9452480375642165,1,0,0
386,-0.9785942843517937,-0.9452480375642165,1,0,0
387,-0.9785942843517937,-0.9452480375642165,0,0,1
388,-0.9785942843517937,-0.9452480375642165,1,0,0
389,-0.9785942843517937,-0.9452480375642165,1,0,0
390,-0.9785942843517937,-0.9452480375642165,1,0,0
391,-0.9785942843517937,-0.9452480375642165,0,0,1
392,0.07562500072918972,1.5500847919467364,0,0,1
393,0.07562500072918972,1.5500847919467364,1,0,0
394,0.07562500072918972,1.5500847919467364,0,0,1
395,0.07562500072918972,1.5500847919467364,0,0,1
396,0.07562500072918972,1.5500847919467364,1,0,0
397,0.07562500072918972,1.5500847919467364,0,0,1
398,0.07562500072918972,1.5500847919467364,0,0,1
399,0.07562500072918972,1.5500847919467364,1,0,0
400,0.07562500072918972,1.5500847919467364,0,0,1
401,0.07562500072918972,1.5500847919467364,1,0,0
402,0.07562500072918972,1.5500847919467364,0,0,1
403,0.07562500072918972,1.5500847919467364,0,0,1
404,0.07562500072918972,1.5500847919467364,0,0,1
405,0.07562500072918972,1.5500847919467364,0,0,1
406,0.07562500072918972,1.5500847919467364,0,0,1
407,0.07562500072918972,1.5500847919467364,0,0,1
408,-0.6271878559914659,-0.5887719190626518,0,0,1
409,-0.6271878559914659,-0.5887719190626518,1,0,0
410,-0.6271878559914659,-0.5887719190626518,0,0,1
411,-0.6271878559914659,-0.5887719190626518,0,0,1
412,-0.6271878559914659,-0.5887719190626518,1,0,0
413,-0.6271878559914659,-0.5887719190626518,1,0,0
414,-0.6271878559914659,-0.5887719190626518,1,1,1
415,-0.6271878559914659,-0.5887719190626518,1,0,0
416,-0.6271878559914659,-0.5887719190626518,1,0,0
417,-0.6271878559914659,-0.5887719190626518,1,1,1
418,-0.6271878559914659,-0.5887719190626518,1,0,0
419,-0.6271878559914659,-0.5887719190626518,0,0,1
420,-0.6271878559914659,-0.5887719190626518,0,0,1
421,-0.6271878559914659,-0.5887719190626518,1,0,0
422,-0.6271878559914659,-0.5887719190626518,1,0,0
423,-0.6271878559914659,-0.5887719190626518,1,0,0
424,1.8326571425308287,1.1936086734451716,0,0,1
425,1.8326571425308287,1.1936086734451716,0,0,1
426,1.8326571425308287,1.1936086734451716,0,0,1
427,1.8326571425308287,1.1936086734451716,1,0,0
428,1.8326571425308287,1.1936086734451716,1,0,0
429,1.8326571425308287,1.1936086734451716,1,1,1
430,1.8326571425308287,1.1936086734451716,1,1,1
431,1.8326571425308287,1.1936086734451716,1,0,0
432,1.8326571425308287,1.1936086734451716,0,0,1
433,1.8326571425308287,1.1936086734451716,1,1,1
434,1.8326571425308287,1.1936086734451716,1,1,1
435,1.8326571425308287,1.1936086734451716,0,0,1
436,1.8326571425308287,1.1936086734451716,1,0,0
437,1.8326571425308287,1.1936086734451716,1,1,1
438,1.8326571425308287,1.1936086734451716,1,0,0
439,1.8326571425308287,1.1936086734451716,1,0,0
440,1.1298442858101732,1.5500847919467364,0,0,1
441,1.1298442858101732,1.5500847919467364,0,0,1
442,1.1298442858101732,1.5500847919467364,0,0,1
443,1.1298442858101732,1.5500847919467364,1,0,0
444,1.1298442858101732,1.5500847919467364,1,0,0
445,1.1298442858101732,1.5500847919467364,1,0,0
446,1.1298442858101732,1.5500847919467364,0,0,1
447,1.1298442858101732,1.5500847919467364,1,0,0
448,1.1298442858101732,1.5500847919467364,0,0,1
449,1.1298442858101732,1.5500847919467364,1,1,1
450,1.1298442858101732,1.5500847919467364,0,0,1
451,1.1298442858101732,1.5500847919467364,1,1,1
452,1.1298442858101732,1.5500847919467364,1,0,0
453,1.1298442858101732,1.5500847919467364,0,0,1
454,1.1298442858101732,1.5500847919467364,0,0,1
455,1.1298442858101732,1.5500847919467364,1,0,0
456,0.4270314290895175,1.5500847919467364,0,0,1
457,0.4270314290895175,1.5500847919467364,0,0,1
458,0.4270314290895175,1.5500847919467364,0,0,1
459,0.4270314290895175,1.5500847919467364,0,0,1
460,0.4270314290895175,1.5500847919467364,1,1,1
461,0.4270314290895175,1.5500847919467364,1,0,0
462,0.4270314290895175,1.5500847919467364,0,0,1
463,0.4270314290895175,1.5500847919467364,0,0,1
464,0.4270314290895175,1.5500847919467364,0,0,1
465,0.4270314290895175,1.5500847919467364,0,0,1
466,0.4270314290895175,1.5500847919467364,0,0,1
467,0.4270314290895175,1.5500847919467364,0,0,1
468,0.4270314290895175,1.5500847919467364,1,1,1
469,0.4270314290895175,1.5500847919467364,0,0,1
470,0.4270314290895175,1.5500847919467364,0,0,1
471,0.4270314290895175,1.5500847919467364,0,0,1
472,1.481250714170501,-0.9452480375642165,0,0,1
473,1.481250714170501,-0.9452480375642165,0,0,1
474,1.481250714170501,-0.9452480375642165,0,0,1
475,1.481250714170501,-0.9452480375642165,0,0,1
476,1.481250714170501,-0.9452480375642165,1,0,0
477,1.481250714170501,-0.9452480375642165,1,0,0
478,1.481250714170501,-0.9452480375642165,1,0,0
479,1.481250714170501,-0.9452480375642165,1,0,0
480,1.481250714170501,-0.9452480375642165,0,0,1
481,1.481250714170501,-0.9452480375642165,1,1,1
482,1.481250714170501,-0.9452480375642165,1,1,1
483,1.481250714170501,-0.9452480375642165,0,0,1
484,1.481250714170501,-0.9452480375642165,0,0,1
485,1.481250714170501,-0.9452480375642165,0,0,1
486,1.481250714170501,-0.9452480375642165,0,0,1
487,1.481250714170501,-0.9452480375642165,1,1,1
488,0.7784378574498453,0.12418031794047753,0,0,1
489,0.7784378574498453,0.12418031794047753,0,0,1
490,0.7784378574498453,0.12418031794047753,0,0,1
491,0.7784378574498453,0.12418031794047753,0,0,1
492,0.7784378574498453,0.12418031794047753,1,0,0
493,0.7784378574498453,0.12418031794047753,0,0,1
494,0.7784378574498453,0.12418031794047753,0,0,1
495,0.7784378574498453,0.12418031794047753,1,1,1
496,0.7784378574498453,0.12418031794047753,0,0,1
497,0.7784378574498453,0.12418031794047753,0,0,1
498,0.7784378574498453,0.12418031794047753,0,0,1
499,0.7784378574498453,0.12418031794047753,0,0,1
500,0.7784378574498453,0.12418031794047753,0,0,1
501,0.7784378574498453,0.12418031794047753,0,0,1
502,0.7784378574498453,0.12418031794047753,0,0,1
503,0.7784378574498453,0.12418031794047753,0,0,1
504,1.8326571425308287,0.8371325549436068,0,0,1
505,1.8326571425308287,0.8371325549436068,0,0,1
506,1.8326571425308287,0.8371325549436068,1,0,0
507,1.8326571425308287,0.8371325549436068,0,0,1
508,1.8326571425308287,0.8371325549436068,0,0,1
509,1.8326571425308287,0.8371325549436068,0,0,1
510,1.8326571425308287,0.8371325549436068,0,0,1
511,1.8326571425308287,0.8371325549436068,0,0,1
512,1.8326571425308287,0.8371325549436068,0,0,1
513,1.8326571425308287,0.8371325549436068,0,0,1
514,1.8326571425308287,0.8371325549436068,0,0,1
515,1.8326571425308287,0.8371325549436068,0,0,1
516,1.8326571425308287,0.8371325549436068,1,0,0
517,1.8326571425308287,0.8371325549436068,0,0,1
518,1.8326571425308287,0.8371325549436068,1,0,0
519,1.8326571425308287,0.8371325549436068,0,0,1
520,1.8326571425308287,0.8371325549436068,0,0,1
521,1.8326571425308287,0.8371325549436068,0,0,1
522,1.8326571425308287,0.8371325549436068,1,0,0
523,-0.9785942843517937,-0.9452480375642165,0,0,1
524,-0.9785942843517937,-0.9452480375642165,0,0,1
525,-0.9785942843517937,-0.9452480375642165,0,0,1
526,-0.9785942843517937,-0.9452480375642165,0,0,1
527,-0.9785942843517937,-0.9452480375642165,0,0,1
528,-0.9785942843517937,-0.9452480375642165,0,0,1
529,-0.9785942843517937,-0.9452480375642165,0,0,1
