,iid,pid,gender,age,imprace,match,dec_u,std_from
85,9,16.0,0,-0.1006312921085762,-0.9785942843517936,1,1,0.4420703871909382
86,9,17.0,0,-0.1006312921085762,-0.9785942843517936,1,1,0.4420703871909382
87,9,18.0,0,-0.1006312921085762,-0.9785942843517936,0,1,0.4420703871909382
88,9,19.0,0,-0.1006312921085762,-0.9785942843517936,1,1,0.4420703871909382
89,9,20.0,0,-0.1006312921085762,-0.9785942843517936,0,1,0.4420703871909382
90,10,11.0,0,-0.1006312921085762,0.0756250007291897,0,1,-1.79628511446837
91,10,12.0,0,-0.1006312921085762,0.0756250007291897,0,1,-1.79628511446837
92,10,13.0,0,-0.1006312921085762,0.0756250007291897,1,1,-1.79628511446837
93,10,14.0,0,-0.1006312921085762,0.0756250007291897,0,0,-1.79628511446837
94,10,15.0,0,-0.1006312921085762,0.0756250007291897,0,0,-1.79628511446837
95,10,16.0,0,-0.1006312921085762,0.0756250007291897,0,1,-1.79628511446837
96,10,17.0,0,-0.1006312921085762,0.0756250007291897,0,1,-1.79628511446837
97,10,18.0,0,-0.1006312921085762,0.0756250007291897,0,1,-1.79628511446837
98,10,19.0,0,-0.1006312921085762,0.0756250007291897,1,1,-1.79628511446837
99,10,20.0,0,-0.1006312921085762,0.0756250007291897,0,1,-1.79628511446837
100,11,1.0,1,0.1797350020506365,1.1298442858101732,0,0,-1.7107428659973138
101,11,2.0,1,0.1797350020506365,1.1298442858101732,0,1,-1.7107428659973138
102,11,3.0,1,0.1797350020506365,1.1298442858101732,0,1,-1.7107428659973138
103,11,4.0,1,0.1797350020506365,1.1298442858101732,0,1,-1.7107428659973138
104,11,5.0,1,0.1797350020506365,1.1298442858101732,0,1,-1.7107428659973138
105,11,6.0,1,0.1797350020506365,1.1298442858101732,0,0,-1.7107428659973138
106,11,7.0,1,0.1797350020506365,1.1298442858101732,0,1,-1.7107428659973138
107,11,8.0,1,0.1797350020506365,1.1298442858101732,0,0,-1.7107428659973138
108,11,9.0,1,0.1797350020506365,1.1298442858101732,0,0,-1.7107428659973138
109,11,10.0,1,0.1797350020506365,1.1298442858101732,0,1,-1.7107428659973138
110,12,1.0,1,-1.2220964687454277,-0.9785942843517936,0,0,-0.8695774226985928
111,12,2.0,1,-1.2220964687454277,-0.9785942843517936,0,1,-0.8695774226985928
112,12,3.0,1,-1.2220964687454277,-0.9785942843517936,0,1,-0.8695774226985928
113,12,4.0,1,-1.2220964687454277,-0.9785942843517936,0,1,-0.8695774226985928
114,12,5.0,1,-1.2220964687454277,-0.9785942843517936,0,1,-0.8695774226985928
115,12,6.0,1,-1.2220964687454277,-0.9785942843517936,0,0,-0.8695774226985928
116,12,7.0,1,-1.2220964687454277,-0.9785942843517936,0,1,-0.8695774226985928
117,12,8.0,1,-1.2220964687454277,-0.9785942843517936,1,1,-0.8695774226985928
118,12,9.0,1,-1.2220964687454277,-0.9785942843517936,1,1,-0.8695774226985928
119,12,10.0,1,-1.2220964687454277,-0.9785942843517936,0,1,-0.8695774226985928
120,13,1.0,1,-1.2220964687454277,-0.2757814276311381,1,1,1.0123520436646474
121,13,2.0,1,-1.2220964687454277,-0.2757814276311381,0,1,1.0123520436646474
122,13,3.0,1,-1.2220964687454277,-0.2757814276311381,0,1,1.0123520436646474
123,13,4.0,1,-1.2220964687454277,-0.2757814276311381,0,1,1.0123520436646474
124,13,5.0,1,-1.2220964687454277,-0.2757814276311381,0,1,1.0123520436646474
125,13,6.0,1,-1.2220964687454277,-0.2757814276311381,0,1,1.0123520436646474
126,13,7.0,1,-1.2220964687454277,-0.2757814276311381,0,1,1.0123520436646474
127,13,8.0,1,-1.2220964687454277,-0.2757814276311381,1,1,1.0123520436646474
128,13,9.0,1,-1.2220964687454277,-0.2757814276311381,1,1,1.0123520436646474
129,13,10.0,1,-1.2220964687454277,-0.2757814276311381,1,1,1.0123520436646474
130,14,1.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
131,14,2.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
132,14,3.0,1,-0.9417301745862148,-0.9785942843517936,0,1,-1.0406619196407054
133,14,4.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
134,14,5.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
135,14,6.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
136,14,7.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
137,14,8.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
138,14,9.0,1,-0.9417301745862148,-0.9785942843517936,1,1,-1.0406619196407054
139,14,10.0,1,-0.9417301745862148,-0.9785942843517936,0,1,-1.0406619196407054
140,15,1.0,1,-0.6613638804270019,-0.2757814276311381,1,1,-0.07118310363540001
141,15,2.0,1,-0.6613638804270019,-0.2757814276311381,0,1,-0.07118310363540001
142,15,3.0,1,-0.6613638804270019,-0.2757814276311381,0,1,-0.07118310363540001
143,15,4.0,1,-0.6613638804270019,-0.2757814276311381,0,1,-0.07118310363540001
144,15,5.0,1,-0.6613638804270019,-0.2757814276311381,0,1,-0.07118310363540001
145,15,6.0,1,-0.6613638804270019,-0.2757814276311381,0,1,-0.07118310363540001
146,15,7.0,1,-0.6613638804270019,-0.2757814276311381,0,1,-0.07118310363540001
147,15,8.0,1,-0.6613638804270019,-0.2757814276311381,1,1,-0.07118310363540001
148,15,9.0,1,-0.6613638804270019,-0.2757814276311381,1,1,-0.07118310363540001
149,15,10.0,1,-0.6613638804270019,-0.2757814276311381,0,1,-0.07118310363540001
150,16,1.0,1,-0.380997586267789,1.832657142530829,0,1,-0.028411979399871827
151,16,2.0,1,-0.380997586267789,1.832657142530829,0,1,-0.028411979399871827
152,16,3.0,1,-0.380997586267789,1.832657142530829,0,1,-0.028411979399871827
153,16,4.0,1,-0.380997586267789,1.832657142530829,0,1,-0.028411979399871827
154,16,5.0,1,-0.380997586267789,1.832657142530829,0,0,-0.028411979399871827
155,16,6.0,1,-0.380997586267789,1.832657142530829,0,1,-0.028411979399871827
156,16,7.0,1,-0.380997586267789,1.832657142530829,0,1,-0.028411979399871827
157,16,8.0,1,-0.380997586267789,1.832657142530829,1,1,-0.028411979399871827
158,16,9.0,1,-0.380997586267789,1.832657142530829,1,1,-0.028411979399871827
159,16,10.0,1,-0.380997586267789,1.832657142530829,0,1,-0.028411979399871827
160,17,1.0,1,1.0208338845282752,-0.9785942843517936,0,0,-0.7555210914038509
161,17,2.0,1,1.0208338845282752,-0.9785942843517936,0,0,-0.7555210914038509
162,17,3.0,1,1.0208338845282752,-0.9785942843517936,0,1,-0.7555210914038509
163,17,4.0,1,1.0208338845282752,-0.9785942843517936,0,1,-0.7555210914038509
164,17,5.0,1,1.0208338845282752,-0.9785942843517936,0,0,-0.7555210914038509
165,17,6.0,1,1.0208338845282752,-0.9785942843517936,0,0,-0.7555210914038509
166,17,7.0,1,1.0208338845282752,-0.9785942843517936,0,0,-0.7555210914038509
167,17,8.0,1,1.0208338845282752,-0.9785942843517936,0,0,-0.7555210914038509
168,17,9.0,1,1.0208338845282752,-0.9785942843517936,1,1,-0.7555210914038509
169,17,10.0,1,1.0208338845282752,-0.9785942843517936,0,0,-0.7555210914038509
170,18,1.0,1,0.1797350020506365,1.481250714170501,0,1,0.24247180742514002
171,18,2.0,1,0.1797350020506365,1.481250714170501,0,1,0.24247180742514002
172,18,3.0,1,0.1797350020506365,1.481250714170501,0,1,0.24247180742514002
173,18,4.0,1,0.1797350020506365,1.481250714170501,0,1,0.24247180742514002
174,18,5.0,1,0.1797350020506365,1.481250714170501,0,0,0.24247180742514002
175,18,6.0,1,0.1797350020506365,1.481250714170501,0,1,0.24247180742514002
176,18,7.0,1,0.1797350020506365,1.481250714170501,0,1,0.24247180742514002
177,18,8.0,1,0.1797350020506365,1.481250714170501,1,1,0.24247180742514002
178,18,9.0,1,0.1797350020506365,1.481250714170501,0,0,0.24247180742514002
179,18,10.0,1,0.1797350020506365,1.481250714170501,0,1,0.24247180742514002
180,19,1.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
181,19,2.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
182,19,3.0,1,0.4601012962098494,-0.9785942843517936,0,1,1.6966900314330984
183,19,4.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
184,19,5.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
185,19,6.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
186,19,7.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
187,19,8.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
188,19,9.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
189,19,10.0,1,0.4601012962098494,-0.9785942843517936,1,1,1.6966900314330984
190,20,1.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
191,20,2.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
192,20,3.0,1,-0.6613638804270019,-0.9785942843517936,0,1,1.4685773688436146
193,20,4.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
194,20,5.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
195,20,6.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
196,20,7.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
197,20,8.0,1,-0.6613638804270019,-0.9785942843517936,1,1,1.4685773688436146
198,20,9.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
199,20,10.0,1,-0.6613638804270019,-0.9785942843517936,0,0,1.4685773688436146
200,21,40.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
201,21,41.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
202,21,42.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
203,21,43.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
204,21,44.0,0,-1.5024627629046403,1.481250714170501,0,0,0.21395772460145454
205,21,45.0,0,-1.5024627629046403,1.481250714170501,0,0,0.21395772460145454
206,21,46.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
207,21,47.0,0,-1.5024627629046403,1.481250714170501,0,0,0.21395772460145454
208,21,48.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
209,21,49.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
210,21,50.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
211,21,51.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
212,21,52.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
213,21,53.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
214,21,54.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
215,21,55.0,0,-1.5024627629046403,1.481250714170501,0,1,0.21395772460145454
216,22,40.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
217,22,41.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
218,22,42.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
219,22,43.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
220,22,44.0,0,0.1797350020506365,-0.9785942843517936,1,1,-1.7249999074091564
221,22,45.0,0,0.1797350020506365,-0.9785942843517936,1,1,-1.7249999074091564
222,22,46.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
223,22,47.0,0,0.1797350020506365,-0.9785942843517936,0,0,-1.7249999074091564
224,22,48.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
225,22,49.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
226,22,50.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
227,22,51.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
228,22,52.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
229,22,53.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
230,22,54.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
231,22,55.0,0,0.1797350020506365,-0.9785942843517936,0,1,-1.7249999074091564
232,23,40.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
233,23,41.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
234,23,42.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
235,23,43.0,0,-1.5024627629046403,1.832657142530829,1,1,-0.6129506772854236
236,23,44.0,0,-1.5024627629046403,1.832657142530829,1,1,-0.6129506772854236
237,23,45.0,0,-1.5024627629046403,1.832657142530829,1,1,-0.6129506772854236
238,23,46.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
239,23,47.0,0,-1.5024627629046403,1.832657142530829,0,0,-0.6129506772854236
240,23,48.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
241,23,49.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
242,23,50.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
243,23,51.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
244,23,52.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
245,23,53.0,0,-1.5024627629046403,1.832657142530829,0,0,-0.6129506772854236
246,23,54.0,0,-1.5024627629046403,1.832657142530829,0,0,-0.6129506772854236
247,23,55.0,0,-1.5024627629046403,1.832657142530829,0,1,-0.6129506772854236
248,24,40.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
249,24,41.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
250,24,42.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
251,24,43.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
252,24,44.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
253,24,45.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
254,24,46.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
255,24,47.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
256,24,48.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
257,24,49.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
258,24,50.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
259,24,51.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
260,24,52.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
261,24,53.0,0,0.1797350020506365,-0.6271878559914659,0,1,1.8535174869633684
262,24,54.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
263,24,55.0,0,0.1797350020506365,-0.6271878559914659,0,0,1.8535174869633684
264,25,40.0,0,-0.380997586267789,2.1840635708911567,0,1,-0.4561232217551537
265,25,41.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
266,25,42.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
267,25,43.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
268,25,44.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
269,25,45.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
270,25,46.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
271,25,47.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
272,25,48.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
273,25,49.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
274,25,50.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
275,25,51.0,0,-0.380997586267789,2.1840635708911567,0,1,-0.4561232217551537
276,25,52.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
277,25,53.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
278,25,54.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
279,25,55.0,0,-0.380997586267789,2.1840635708911567,0,0,-0.4561232217551537
280,26,40.0,0,-0.9417301745862148,-0.6271878559914659,0,1,-1.226003457994661
281,26,41.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
282,26,42.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
283,26,43.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
284,26,44.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
285,26,45.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
286,26,46.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
287,26,47.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
288,26,48.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
289,26,49.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
290,26,50.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
291,26,51.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
292,26,52.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
293,26,53.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
294,26,54.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
295,26,55.0,0,-0.9417301745862148,-0.6271878559914659,0,0,-1.226003457994661
296,27,40.0,0,-1.2220964687454277,-0.9785942843517936,0,1,1.554119617314671
297,27,41.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
298,27,42.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
299,27,43.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
300,27,44.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
301,27,45.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
302,27,46.0,0,-1.2220964687454277,-0.9785942843517936,1,1,1.554119617314671
303,27,47.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
304,27,48.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
305,27,49.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
306,27,50.0,0,-1.2220964687454277,-0.9785942843517936,1,1,1.554119617314671
307,27,51.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
308,27,52.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
309,27,53.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
310,27,54.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
311,27,55.0,0,-1.2220964687454277,-0.9785942843517936,0,0,1.554119617314671
312,28,40.0,0,-0.1006312921085762,,0,1,2.0388590253173238
313,28,41.0,0,-0.1006312921085762,,0,0,2.0388590253173238
314,28,42.0,0,-0.1006312921085762,,0,0,2.0388590253173238
315,28,43.0,0,-0.1006312921085762,,0,1,2.0388590253173238
316,28,44.0,0,-0.1006312921085762,,0,0,2.0388590253173238
317,28,45.0,0,-0.1006312921085762,,0,0,2.0388590253173238
318,28,46.0,0,-0.1006312921085762,,1,1,2.0388590253173238
319,28,47.0,0,-0.1006312921085762,,0,0,2.0388590253173238
320,28,48.0,0,-0.1006312921085762,,0,1,2.0388590253173238
321,28,49.0,0,-0.1006312921085762,,0,0,2.0388590253173238
322,28,50.0,0,-0.1006312921085762,,0,1,2.0388590253173238
323,28,51.0,0,-0.1006312921085762,,0,1,2.0388590253173238
324,28,52.0,0,-0.1006312921085762,,0,1,2.0388590253173238
325,28,53.0,0,-0.1006312921085762,,0,1,2.0388590253173238
326,28,54.0,0,-0.1006312921085762,,0,1,2.0388590253173238
327,28,55.0,0,-0.1006312921085762,,0,0,2.0388590253173238
328,29,40.0,0,-1.2220964687454277,0.0756250007291897,0,1,1.5256055344909856
329,29,41.0,0,-1.2220964687454277,0.0756250007291897,0,1,1.5256055344909856
330,29,42.0,0,-1.2220964687454277,0.0756250007291897,0,1,1.5256055344909856
