,undergra,from,zipcode,iid,pid,gender,dec_o,match,field_cd,age,age_o,race,race_o,imprace,imprelig,goal,career_c,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
38,,Texas,"77,096",4,19.0,0,1,1,-1.7724403341618786,-0.9417301745862148,0.4587998181222958,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
39,,Texas,"77,096",4,20.0,0,0,0,-1.7724403341618786,-0.9417301745862148,-0.6636453903767795,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
40,,Bowdoin College,"94,022",5,11.0,0,0,0,-1.7724403341618786,-1.5024627629046403,0.178188515997527,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
41,,Bowdoin College,"94,022",5,12.0,0,0,0,-1.7724403341618786,-1.5024627629046403,-1.2248679946263172,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
42,,Bowdoin College,"94,022",5,13.0,0,1,0,-1.7724403341618786,-1.5024627629046403,-1.2248679946263172,-0.6151458242890065,1.0102858212538595,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
43,,Bowdoin College,"94,022",5,14.0,0,1,1,-1.7724403341618786,-1.5024627629046403,-0.9442566925015483,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
44,,Bowdoin College,"94,022",5,15.0,0,0,0,-1.7724403341618786,-1.5024627629046403,-0.6636453903767795,-0.6151458242890065,0.19773267913558504,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
45,,Bowdoin College,"94,022",5,16.0,0,0,0,-1.7724403341618786,-1.5024627629046403,-0.3830340882520107,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
46,,Bowdoin College,"94,022",5,17.0,0,0,0,-1.7724403341618786,-1.5024627629046403,1.0200224223718335,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
47,,Bowdoin College,"94,022",5,18.0,0,0,0,-1.7724403341618786,-1.5024627629046403,0.178188515997527,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
48,,Bowdoin College,"94,022",5,19.0,0,1,1,-1.7724403341618786,-1.5024627629046403,0.4587998181222958,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
49,,Bowdoin College,"94,022",5,20.0,0,0,0,-1.7724403341618786,-1.5024627629046403,-0.6636453903767795,-0.6151458242890065,-0.6148204629826894,1.481250714170501,-0.9452480375642165,-0.08674286635703586,-1.2925714647500577,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
50,,MD,"20,878",6,11.0,0,0,0,-1.7724403341618786,-0.9417301745862148,0.178188515997527,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
51,,MD,"20,878",6,12.0,0,0,0,-1.7724403341618786,-0.9417301745862148,-1.2248679946263172,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
52,,MD,"20,878",6,13.0,0,1,0,-1.7724403341618786,-0.9417301745862148,-1.2248679946263172,1.0096755000321784,1.0102858212538595,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
53,,MD,"20,878",6,14.0,0,1,1,-1.7724403341618786,-0.9417301745862148,-0.9442566925015483,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
54,,MD,"20,878",6,15.0,0,1,0,-1.7724403341618786,-0.9417301745862148,-0.6636453903767795,1.0096755000321784,0.19773267913558504,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
55,,MD,"20,878",6,16.0,0,1,0,-1.7724403341618786,-0.9417301745862148,-0.3830340882520107,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
56,,MD,"20,878",6,17.0,0,0,0,-1.7724403341618786,-0.9417301745862148,1.0200224223718335,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
57,,MD,"20,878",6,18.0,0,0,0,-1.7724403341618786,-0.9417301745862148,0.178188515997527,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
58,,MD,"20,878",6,19.0,0,1,1,-1.7724403341618786,-0.9417301745862148,0.4587998181222958,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
59,,MD,"20,878",6,20.0,0,0,0,-1.7724403341618786,-0.9417301745862148,-0.6636453903767795,1.0096755000321784,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
60,,Southern California,"91,360",7,11.0,0,0,0,-1.7724403341618786,-1.2220964687454277,0.178188515997527,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
61,,Southern California,"91,360",7,12.0,0,1,0,-1.7724403341618786,-1.2220964687454277,-1.2248679946263172,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
62,,Southern California,"91,360",7,13.0,0,1,0,-1.7724403341618786,-1.2220964687454277,-1.2248679946263172,1.0096755000321784,1.0102858212538595,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
63,,Southern California,"91,360",7,14.0,0,1,1,-1.7724403341618786,-1.2220964687454277,-0.9442566925015483,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
64,,Southern California,"91,360",7,15.0,0,1,0,-1.7724403341618786,-1.2220964687454277,-0.6636453903767795,1.0096755000321784,0.19773267913558504,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
65,,Southern California,"91,360",7,16.0,0,1,0,-1.7724403341618786,-1.2220964687454277,-0.3830340882520107,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
66,,Southern California,"91,360",7,17.0,0,0,0,-1.7724403341618786,-1.2220964687454277,1.0200224223718335,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
67,,Southern California,"91,360",7,18.0,0,1,0,-1.7724403341618786,-1.2220964687454277,0.178188515997527,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
68,,Southern California,"91,360",7,19.0,0,1,1,-1.7724403341618786,-1.2220964687454277,0.4587998181222958,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
69,,Southern California,"91,360",7,20.0,0,0,0,-1.7724403341618786,-1.2220964687454277,-0.6636453903767795,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.7973835849128498,-1.2925714647500577,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
70,,"London, England",0,8,11.0,0,0,0,1.4199532855096249,-0.38099758626778907,0.178188515997527,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
71,,"London, England",0,8,12.0,0,1,1,1.4199532855096249,-0.38099758626778907,-1.2248679946263172,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
72,,"London, England",0,8,13.0,0,1,1,1.4199532855096249,-0.38099758626778907,-1.2248679946263172,-0.6151458242890065,1.0102858212538595,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
73,,"London, England",0,8,14.0,0,1,1,1.4199532855096249,-0.38099758626778907,-0.9442566925015483,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
74,,"London, England",0,8,15.0,0,1,1,1.4199532855096249,-0.38099758626778907,-0.6636453903767795,-0.6151458242890065,0.19773267913558504,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
75,,"London, England",0,8,16.0,0,1,1,1.4199532855096249,-0.38099758626778907,-0.3830340882520107,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
76,,"London, England",0,8,17.0,0,0,0,1.4199532855096249,-0.38099758626778907,1.0200224223718335,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
77,,"London, England",0,8,18.0,0,1,1,1.4199532855096249,-0.38099758626778907,0.178188515997527,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
78,,"London, England",0,8,19.0,0,1,1,1.4199532855096249,-0.38099758626778907,0.4587998181222958,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
79,,"London, England",0,8,20.0,0,1,1,1.4199532855096249,-0.38099758626778907,-0.6636453903767795,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,0.2182215888884108,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
80,,"Palm Springs, California",0,9,11.0,0,0,0,1.4199532855096249,-0.10063129210857623,0.178188515997527,2.6344968243533633,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,1.124697421071492,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
81,,"Palm Springs, California",0,9,12.0,0,1,1,1.4199532855096249,-0.10063129210857623,-1.2248679946263172,2.6344968243533633,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,1.124697421071492,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
